ID,Name,Screen Size (inches),Memory,SSD,GPU,Brand,Operating System,CPU,Color,Resolution,Series,FullName,,,,,
48,"Acer Nitro 5 - 15.6"" 144 Hz IPS - Intel Core i7 12th Gen 12650H (2.30GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-58-73RS )",15.6,16,512,NVIDIA GeForce RTX 4050,Acer,Windows11Home,Intel Core i7 12th Gen,Obsidian Black,1920x1080,Nitro 5,"Acer Nitro 5 - 15.6"" 144 Hz IPS - Intel Core i7 12th Gen 12650H (2.30GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-58-73RS )",,,,,
49,"MSI GF Series - 17.3"" 144 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3050 Ti Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (Katana GF76 12UD-005 )",17.3,16,512,NVIDIA GeForce RTX 3050 Ti,MSI,Windows11Home,Intel Core i7 12th Gen,Black,1920x1080,GF Series,"MSI GF Series - 17.3"" 144 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3050 Ti Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (Katana GF76 12UD-005 )",,,,,
50,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H",15.6,64,2048,NVIDIA GeForce GTX 1650 Ti,Lenovo,Windows10Pro,Intel Core i7 10th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro",,,,,
51,"HP Probook 445 G7 14.0"" FHD (1920 x 1080) Grade A Business Laptop",14,16,512,,,Windows10Pro,AMD Ryzen 5,Silver,1920x1080,,"HP Probook 445 G7 14.0"" FHD (1920 x 1080) Grade A Business Laptop, AMD Ryzen 5 4500U Professor, 2.3Ghz up to 4.0GHz, 16GB RAM, 512GB SSD, Wi-Fi, Bluetooth, HDMI, Webcam, Windows 10 Pro 64 bit",,,,,
52,"Lenovo ThinkPad T480 - Intel Core i5-8350U 1.7GHz - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 14"" FHD (1920x1080) Display - Webcam - HDMI - Windows 10 Pro - AC Adapter Included",14,16,256,Intel HD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad T480 - Intel Core i5-8350U 1.7GHz - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 14"" FHD (1920x1080) Display - Webcam - HDMI - Windows 10 Pro - AC Adapter Included",,,,,
53,Lenovo ThinkPad T480s Ultrabook FHD (1920x1080) 14.0'' Home and Business Laptop,14,16,512,Intel UHD Graphics,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T480s Ultrabook FHD (1920x1080) 14.0'' Home and Business Laptop, Intel Core i5-8350U, up to 3.7GHz, 16GB RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Bluetooth, Windows 10 Pro 64 bit",,,,,
54,Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer,15.6,16,256,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer, Intel Core i5-8350U Processor, 16GB RAM, 256GB SSD, Backlit Keyboard, HDMI, CAM, Bluetooth, Windows 10 Pro",,,,,
55,Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop,14,24,512,Intel UHD Graphics,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop, Intel Core i7-8650 Processor, up to 3.7GHz, 24GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Fingerprint, Bluetooth, Windows 10 Pro 64bit",,,,,
56,HP EliteBook 840 G6,14,16,256,Integrated: Intel UHD Graphics 620,HP,Windows10Pro,Intel Core i5 8th Gen,Silver,1920x1080,EliteBook,"HP EliteBook 840 G6, 1.60 GHz Intel Core i5 8th Gen, 8 GB DDR4, 128 GB SSD, Windows 10 Pro 64Bit, 14"" 1920 x 1080 LCD, Laptop 256 GB 16GB",,,,,
57,"MSI - 15.6"" 165 Hz - Intel Core i9 12th Gen 12900H (2.50GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1 TB NVMe SSD SSD - Windows 11 Home - Gaming Laptop (Vector GP66 12UHSO-673 )",15.6,32,1024,NVIDIA GeForce RTX 3080 Ti,MSI,Windows11Home,Intel Core i9 12th Gen,Black,2560x1440,,"MSI - 15.6"" 165 Hz - Intel Core i9 12th Gen 12900H (2.50GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1 TB NVMe SSD SSD - Windows 11 Home - Gaming Laptop (Vector GP66 12UHSO-673 )",,,,,
58,"HP EliteBook 840 G3 Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Pro 64-bit",14,16,256,Intel HD Graphics 520,HP,Windows10Pro,Intel Core i5 6th Gen,Silver,1366x768,EliteBook,"HP EliteBook 840 G3 Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 16 GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Pro 64-bit",,,,,
59,"MSI Laptop Prestige 14 Intel Core i5 12th Gen 1240P (1.70GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 14.0"" Windows 11 Home 64-bit Prestige 14 A12SC-010",14,16,512,NVIDIA GeForce GTX 1650,MSI,Windows11Home,Intel Core i5 12th Gen,Bluestone,1920x1080,,"MSI Laptop Prestige 14 Intel Core i5 12th Gen 1240P (1.70GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 14.0"" Windows 11 Home 64-bit Prestige 14 A12SC-010",,,,,
60,"MSI Laptop Creator 15 Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Laptop GPU 15.6"" 4K / UHD Windows 10 Pro 64-bit (Free upgrade to Win 11) X-Rite Calibrator Bundle A11UH-631",15.6 4K / UHD,16,1024,NVIDIA GeForce RTX 3080,MSI,Windows10Pro(FreeupgradetoWin11),Intel Core i7 11th Gen,Black,3840x2160,,"MSI Laptop Creator 15 Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Laptop GPU 15.6"" 4K / UHD Windows 10 Pro 64-bit (Free upgrade to Win 11) X-Rite Calibrator Bundle A11UH-631",,,,,
61,"MSI STEALTH GS75 Laptop 17.3"" Full HD 1920 x 1080 9th Gen Intel Core i9-9880H NVIDIA GeForce RTX 2080 Mobile 32GB DDR4 1TB PCIe SSD RGB Backlit Keyboard Win10",17.3,32,1024,NVIDIA GeForce RTX 2080 Max-Q,,Windows10Pro,Intel Core i9 9th Gen,Black,,,"MSI STEALTH GS75 Laptop 17.3"" Full HD 1920 x 1080 9th Gen Intel Core i9-9880H NVIDIA GeForce RTX 2080 Mobile 32GB DDR4 1TB PCIe SSD RGB Backlit Keyboard Win10",,,,,
62,"ASUS TUF Dash 15.6"" 144Hz FHD IPS Gaming Laptop",15.6,32,2048,NVIDIA GeForce RTX 3070,ASUS,Windows11Home,Intel Core i7 12th Gen,Black,1920x1080,TUF Gaming,"ASUS TUF Dash 15.6"" 144Hz FHD IPS Gaming Laptop, 32GB DDR5 RAM, 2TB PCIE SSD, NVIDIA GeForce RTX 3070 8GB, Intel 10-Core i7-12650H, Backlit Keyboard, WiFi 6, DTS, Windows 11 Home 2 TB 32GB",,,,,
63,"MSI GS Series - 15.6"" 240 Hz - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 1 TB SSD - Windows 11 Home - Gaming Laptop (GS66 Stealth 11UE-662 )",15.6,16,1024,NVIDIA GeForce RTX 3060,MSI,Windows11Home,Intel Core i7 11th Gen,Core Black,1920x1080,GS Series,"MSI GS Series - 15.6"" 240 Hz - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 1 TB SSD - Windows 11 Home - Gaming Laptop (GS66 Stealth 11UE-662 )",,,,,
64,"MSI Laptop Prestige 15 Intel Core i7 11th Gen 1185G7 (3.00GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 15.6"" Windows 10 Home (Free upgrade to Win 11) Prestige 15 A11SC-034",15.6,16,512,NVIDIA GeForce GTX 1650 Max-Q,MSI,Windows10Home(FreeupgradetoWin11)🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11,Intel Core i7 11th Gen,Carbon Gray,1920x1080,,"MSI Laptop Prestige 15 Intel Core i7 11th Gen 1185G7 (3.00GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q 15.6"" Windows 10 Home (Free upgrade to Win 11) Prestige 15 A11SC-034",,,,,
65,Dell Latitude 7420 Business Laptop,14,16,512,Integrated Graphics,DELL,Windows11Pro,Intel Core i5 11th Gen,Gray,1920x1080,,"Dell Latitude 7420 Business Laptop, 14"" FHD (1920 x 1080) Non-Touch, 11th Gen Intel Core i5-1145G7, 16GB NonECC RAM, 512GB SSD, Windows 11 Pro",,,,,
66,RATEYUSO Windows 11 Pro Laptop,15.6,8,,,,Windows11Pro,,,1920x1080,,"RATEYUSO Windows 11 Pro Laptop, 15.6"" FHD 1080P IPS Display,AMD Ryzen 5 5600U CPU Notebook Computer, 8GB DDR4 RAM, 512GB SSD,Full Size Backlit Keyboard with Fingerprint Reader,3.3 lbs",,,,,
67,"MSI Laptop Prestige 14Evo Intel Core i7 11th Gen 1195G7 (2.90GHz) 32GB Memory 1 TB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Home 64-bit (Free upgrade to Win 11) Prestige 14Evo A11MO-217",14,32,1024,Intel Iris Xe Graphics,MSI,Windows10Home(FreeupgradetoWin11)🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11,Intel Core i7 11th Gen,Carbon Gray,1920x1080,,"MSI Laptop Prestige 14Evo Intel Core i7 11th Gen 1195G7 (2.90GHz) 32GB Memory 1 TB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Home 64-bit (Free upgrade to Win 11) Prestige 14Evo A11MO-217",,,,,
68,"[2023] HIDevolution ASUS ROG Strix SCAR 16 G634JZ 16"" WQXGA 240Hz",16,64,1024,NVIDIA GeForce RTX 4080,ASUS,Windows11Pro,Intel Core i9 13th Gen,Black,2560x1600,ROG Strix SCAR 16,"[2023] HIDevolution ASUS ROG Strix SCAR 16 G634JZ 16"" WQXGA 240Hz, 2.2 GHz i9-13980HX, RTX 4080, 64 GB DDR5 RAM, 1 TB PCIe SSD, Windows 11 Pro",,,,,
69,"MSI GF63 15 Gaming Laptop Computer I 15.6"" FHD IPS Display I Intel Quad-Core i5-9300H I Geforce GTX 1650 Max-Q I 16GB DDR4  1TB PCIe SSD I Backlit KB Bluetooth 5.0 Webcam Win10",15.6,16,1024,NVIDIA GeForce GTX 1650 Max-Q,,Windows10Home🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11‍👉CheckgamingpcwithWindows11Pro,Intel Core i5 9th Gen,Black,1920x1200,Raider,"MSI GF63 15 Gaming Laptop Computer I 15.6"" FHD IPS Display I Intel Quad-Core i5-9300H I Geforce GTX 1650 Max-Q I 16GB DDR4  1TB PCIe SSD I Backlit KB Bluetooth 5.0 Webcam Win10",,,,,
70,"MSI Notebooks CreatorPro X17 Intel Core i9 13th Gen 13980HX (2.20GHz) 128GB DDR5 Memory 2TB NVMe SSD SSD NVIDIA RTX 5000 ADA 17.3"" Windows 11 Pro CreatorPro X17HX A13VM-236US",17.3,128,2048,NVIDIA RTX 5000 ADA,MSI,Windows11Pro,Intel Core i9 13th Gen,Black,3840x2160,CreatorPro X17,"MSI Notebooks CreatorPro X17 Intel Core i9 13th Gen 13980HX (2.20GHz) 128GB DDR5 Memory 2TB NVMe SSD SSD NVIDIA RTX 5000 ADA 17.3"" Windows 11 Pro CreatorPro X17HX A13VM-236US",,,,,
71,"MSI GE Series - 15.6"" 240 Hz OLED - Intel Core i9 12th Gen 12900HX (2.30GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Pro 64-bit - Gaming Laptop (Raider GE67HX 12UHS-069 )",15.6,32,1024,NVIDIA GeForce RTX 3080 Ti,MSI,Windows11Pro,Intel Core i9 12th Gen,Dark Gray,2560x1440,GE Series,"MSI GE Series - 15.6"" 240 Hz OLED - Intel Core i9 12th Gen 12900HX (2.30GHz) - NVIDIA GeForce RTX 3080 Ti Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Pro 64-bit - Gaming Laptop (Raider GE67HX 12UHS-069 )",,,,,
72,ASUS TUF Gaming F17 (2022) Gaming Laptop,17.3,16,512,NVIDIA GeForce RTX 3050,ASUS,Windows11Home,Intel Core i5 12th Gen,Mecha Gray,1920x1080,TUF Gaming F17,"ASUS TUF Gaming F17 (2022) Gaming Laptop, 17.3"" FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX707ZC-ES53",,,,,
73,"Dell Latitude 7490 14"" FHD Grade A Business Laptop",14,8,512,,DELL,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,Latitude,"Dell Latitude 7490 14"" FHD Grade A Business Laptop, Intel Core i5-8350U Professor, up to 3.1GHz, 8GB DDR4 RAM, 512GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,,
74,"2023 Newest ASUS ROG Strix G16 16"" WUXGA 165Hz Gaming Laptop",16,32,1024,NVIDIA GeForce RTX 4060,,Windows11Home,Intel Core i7 13th Gen,Gray,1920x1200,,"2023 Newest ASUS ROG Strix G16 16"" WUXGA 165Hz Gaming Laptop, Intel Core i7-13650HX(Beats i9-12900HX), NVIDIA GeForce RTX 4060, 32GB DDR5, 1TB PCIe SSD, RGB KB 1 TB PCIe 32GB",,,,,
75,"GIGABYTE - 15.6"" 144 Hz - Intel Core i5 12th Gen 12500H (2.50GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 8 GB DDR4 - 512 GB Gen4 SSD - Windows 11 Home 64-bit - Gaming Laptop (G5 KF-E3US333SH )",15.6,8,512,NVIDIA GeForce RTX 4060,GIGABYTE,Windows11Home,Intel Core i5 12th Gen,Black,1920x1080,,"GIGABYTE - 15.6"" 144 Hz - Intel Core i5 12th Gen 12500H (2.50GHz) - NVIDIA GeForce RTX 4060 Laptop GPU - 8 GB DDR4 - 512 GB Gen4 SSD - Windows 11 Home 64-bit - Gaming Laptop (G5 KF-E3US333SH )",,,,,
76,"Lenovo Legion Pro 5 16IRX8 - 16.0"" 165 Hz IPS - Intel Core i9 13th Gen 13900HX (2.20GHz) - NVIDIA GeForce RTX 4070 Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (82WK00AHUS )",16,32,1024,NVIDIA GeForce RTX 4070,Lenovo,Windows11Home,Intel Core i9 13th Gen,"Onyx Grey, Aluminium (Top), PC-ABS (Bottom)",2560x1600,Legion Pro 5 16IRX8,"Lenovo Legion Pro 5 16IRX8 - 16.0"" 165 Hz IPS - Intel Core i9 13th Gen 13900HX (2.20GHz) - NVIDIA GeForce RTX 4070 Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (82WK00AHUS )",,,,,
77,"Dell Latitude E6430 14"" LED Laptop Intel 3rd Gen Core i7 2.90 GHz Mobile CPU 8 GB DDR3 RAM 128 GB SSD DVD-RW HDMI WiFi Bluetooth Webcam Microsoft Windows 10 Professional 64-Bit",14,8,128,Intel HD Graphics 4000,DELL,Windows10Pro,Intel Core i7 3rd Gen,Black / Silver,1366x768Resolution,Latitude,"Dell Latitude E6430 14"" LED Laptop Intel 3rd Gen Core i7 2.90 GHz Mobile CPU 8 GB DDR3 RAM 128 GB SSD DVD-RW HDMI WiFi Bluetooth Webcam Microsoft Windows 10 Professional 64-Bit",,,,,
78,"MSI Prestige 14 A10SC-051 14.0"" FHD Laptop Core i7 10710U (1.10GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q Windows 10 Pro",14,16,512,NVIDIA GeForce GTX 1650 Max-Q,,Windows10Pro,Intel Core i7 10th Gen,White,,,"MSI Prestige 14 A10SC-051 14.0"" FHD Laptop Core i7 10710U (1.10GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Max-Q Windows 10 Pro",,,,,
79,ASUS TUF Gaming A17 (2023) Gaming Laptop,17.3,16,1024,NVIDIA GeForce RTX 4070,ASUS,Windows11Home,AMD Ryzen 9 7000 Series,Mecha Gray,1920x1080,TUF Gaming A17 (2023),"ASUS TUF Gaming A17 (2023) Gaming Laptop, 17.3"" FHD 144Hz Display, GeForce RTX 4070, AMD Ryzen 9 7940HS, 16GB DDR5, 1TB PCIe 4.0 SSD, Wi-Fi 6, Windows 11, FA707XI-NS94",,,,,
80,ASUS ROG Strix SCAR 18 (2023) Gaming Laptop,18,32,2048,NVIDIA GeForce RTX 4090,ASUS,Windows11Pro,Intel Core i9 13th Gen,Black,2560x1600,ROG Strix Scar 18,"ASUS ROG Strix SCAR 18 (2023) Gaming Laptop, 18"" Nebula Display 16:10 QHD 240Hz/3ms, GeForce RTX 4090, Intel Core i9-13980HX, 32GB DDR5, 2TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G834JY-XS97",,,,,
81,ASUS Laptop Zenbook Pro 14 Duo OLED Intel Core i9 13th Gen 13900H (2.60GHz) 32GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 4060 Laptop GPU 14.5 Windows 11 Home 64-bit UX8402VV-PS96T,14.5,32,1024,NVIDIA GeForce RTX 4060,ASUS,Windows11Home,Intel Core i9 13th Gen,Tech Black (Aluminum),2880x1800,Zenbook Pro 14 Duo OLED,ASUS Laptop Zenbook Pro 14 Duo OLED Intel Core i9 13th Gen 13900H (2.60GHz) 32GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 4060 Laptop GPU 14.5 Windows 11 Home 64-bit UX8402VV-PS96T,,,,,
82,"GIGABYTE AERO 16 XE5 - 16"" 4K/UHD+ Samsung AMOLED - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6 - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Creator & Gaming Laptop (AERO 16 XE5-73US934HH)",16,16,1024,NVIDIA GeForce RTX 3070 Ti,GIGABYTE,Windows11Home,Intel Core i7 12th Gen,Silver,3840x2400,,"GIGABYTE AERO 16 XE5 - 16"" 4K/UHD+ Samsung AMOLED - Intel Core i7-12700H - NVIDIA GeForce RTX 3070 Ti Laptop GPU 8GB GDDR6 - 16GB DDR5 RAM - 1TB SSD - Win11 Home - Creator & Gaming Laptop (AERO 16 XE5-73US934HH)",,,,,
83,"Acer Predator Helios 16 - 16.0"" 240 Hz IPS - Intel Core i7 13th Gen 13700HX (2.10GHz) - NVIDIA GeForce RTX 4070 Laptop GPU - 16 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (PH16-71-72YG )",16,16,1024,NVIDIA GeForce RTX 4070,Acer,Windows11Home,Intel Core i7 13th Gen,Abyssal Black,2560x1600,Predator Helios 16,"Acer Predator Helios 16 - 16.0"" 240 Hz IPS - Intel Core i7 13th Gen 13700HX (2.10GHz) - NVIDIA GeForce RTX 4070 Laptop GPU - 16 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (PH16-71-72YG )",,,,,
84,2023 ASUS Zenbook S 13 OLED Ultra Laptop,13.3,32,1024,Intel Iris Xe Graphics,ASUS,Windows11Pro,Intel Core i7 13th Gen,Basalt Grey,2880x1800,Zenbook S 13,"2023 ASUS Zenbook S 13 OLED Ultra Laptop, 13.3” OLED 2.8K Display, Intel Evo Certified, i7-1355UCPU, Intel® Iris Xe Graphics, 32GB RAM, 1TB SSD, Windows 11 Pro, Basalt Grey, UX5304VA-XS76T",,,,,
85,Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer,15.6,16,256,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer, Intel Core i5-8350U Processor, 16GB RAM, 256GB SSD, Backlit Keyboard, HDMI, CAM, Bluetooth, Windows 10 Pro",,,,,
86,"Lenovo ThinkPad T450 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 500 GB HDD 14.0"" Windows 10 Pro 64-bit Grade A",14,8,,,Lenovo,Windows10Pro,Intel Core i5 5th Gen,Black,1366x768,ThinkPad,"Lenovo ThinkPad T450 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 500 GB HDD 14.0"" Windows 10 Pro 64-bit Grade A",,,,,
87,ASUS ROG Strix SCAR 17 (2023) Gaming Laptop,17.3,32,1024,NVIDIA GeForce RTX 4090,ASUS,Windows11Pro,AMD Ryzen 9,Off Black,2560x1440,ROG Strix SCAR 17,"ASUS ROG Strix SCAR 17 (2023) Gaming Laptop, 17.3” QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4090, AMD Ryzen 9 7945HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PY-XS96",,,,,
88,"MSI - 15.6"" 144 Hz IPS - Intel Core i5 12th Gen 12450H (2.00GHz) - NVIDIA GeForce RTX 2050 Laptop GPU - 16 GB DDR5 - 512 GB SSD - Windows 11 Home - Gaming Laptop (Cyborg 15 A12UCX-276US )",15.6,16,512,NVIDIA GeForce RTX 2050,MSI,Windows11Home,Intel Core i5 12th Gen,Black,1920x1080,,"MSI - 15.6"" 144 Hz IPS - Intel Core i5 12th Gen 12450H (2.00GHz) - NVIDIA GeForce RTX 2050 Laptop GPU - 16 GB DDR5 - 512 GB SSD - Windows 11 Home - Gaming Laptop (Cyborg 15 A12UCX-276US )",,,,,
89,Lenovo ThinkPad X1 Yoga Gen 6 Intel Laptop,14,16,,,,,,,,,"Lenovo ThinkPad X1 Yoga Gen 6 Intel Laptop, GB",,,,,
90,HP EliteBook 840 G5 14.0'' Grade A Business Laptop,14,16,256,Intel GMA HD Graphics,,Windows10Pro,Intel Core i5 8th Gen,Silver,,,"HP EliteBook 840 G5 14.0'' Grade A Business Laptop, Intel Core i5-8350U, 1.6GHz Base Frequency, up to 3.4GHz, 16GB DDR4 RAM, 256GB SSD, Intel HD Graphics 520, Wi-Fi, Bluetooth, Windows 10 Pro 64 bit",,,,,
91,"Lenovo Legion Pro 7 16IRX8H - 16.0"" 240 Hz IPS - Intel Core i9 13th Gen 13900HX (2.20GHz) - NVIDIA GeForce RTX 4090 Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (82WQ005CUS )",16,32,1024,NVIDIA GeForce RTX 4090,Lenovo,Windows11Home,Intel Core i9 13th Gen,Onyx Grey (Aluminium),2560x1600,Legion Pro 7 16IRX8H,"Lenovo Legion Pro 7 16IRX8H - 16.0"" 240 Hz IPS - Intel Core i9 13th Gen 13900HX (2.20GHz) - NVIDIA GeForce RTX 4090 Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (82WQ005CUS )",,,,,
92,"MSI GE Series - 17.3"" 144 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 1 TB NVMe SSD - Windows 11 Home 64-bit - Gaming Laptop (GE76 Raider 11UE-1056 )",17.3,16,1024,NVIDIA GeForce RTX 3060,MSI,Windows11Home,Intel Core i7 11th Gen,Titanium Blue,1920x1080,GE Series,"MSI GE Series - 17.3"" 144 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 1 TB NVMe SSD - Windows 11 Home 64-bit - Gaming Laptop (GE76 Raider 11UE-1056 )",,,,,
93,ASUS TUF Gaming A15 (2023) Gaming Laptop,15.6,16,1024,NVIDIA GeForce RTX 4050,ASUS,Windows11Home,AMD Ryzen 7 7000 Series,Mecha Gray,1920x1080,TUF Gaming A15 (2023),"ASUS TUF Gaming A15 (2023) Gaming Laptop, 15.6"" FHD 144Hz, 100% sRGB Display, GeForce RTX 4050, AMD Ryzen 7 7735HS, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6, Windows 11, FA507NU-DS74",,,,,
94,ASUS ROG Strix G17 (2023) Gaming Laptop,17.3,16,1024,NVIDIA GeForce RTX 4060,ASUS,Windows11Home,AMD Ryzen 9,Eclipse Gray,2560x1440,ROG Strix G17,"ASUS ROG Strix G17 (2023) Gaming Laptop, 17.3” QHD 240Hz, GeForce RTX 4060, AMD Ryzen 9 7945HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G713PV-DS94",,,,,
95,"Acer Predator Triton 300 SE - 16.0"" 240 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR5 - 512 GB NVMe SSD - Windows 11 Home - Gaming Laptop (PT316-51s-7397 )",16,16,512,NVIDIA GeForce RTX 3060,Acer,Windows11Home,Intel Core i7 12th Gen,Sparkly Silver,2560x1600,Predator Triton 300 SE,"Acer Predator Triton 300 SE - 16.0"" 240 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR5 - 512 GB NVMe SSD - Windows 11 Home - Gaming Laptop (PT316-51s-7397 )",,,,,
96,"LincPlus P2 14"" Slim Metal Laptop with Windows 10",14.1,4,,,LincPlus,Windows10inSmode,Intel Celeron,Aberdeen Silver,1920x1080Pixels,,"LincPlus P2 14"" Slim Metal Laptop with Windows 10, Intel Celeron N3350 4GB RAM 64GB eMMC Storage Upgradeable by SSD, Full HD Fanless Quiet Notebook",,,,,
97,"JOHNKANG Windows 11 pro Laptop 15.6"" FHD(1920*1080)",15.6,12,512,Intel UHD Graphics,JOHNKANG,Windows11Pro,Intel Celeron,Gray,1920x1080,,"JOHNKANG Windows 11 pro Laptop 15.6"" FHD(1920*1080), 4 cores,4 threads,4M cache,, Intel Celeron N5095 Processor Quad-Core, 12GB RAM DDR4,512GB SSD(Silver Gray )",,,,,
